industry_title,industry,occupation_title,occupation,occupation_based_setting
Foundries ,2770,School psychologists,1822,Other schools
Metal forgings and stampings ,2780,School psychologists,1822,Other schools
Cutlery and hand tool manufacturing  ,2790,School psychologists,1822,Other schools
"Structural metals, and boiler, tank, and shipping container manufacturing ",2870,School psychologists,1822,Other schools
"Machine shops; turned product; screw, nut, and bolt manufacturing  ",2880,School psychologists,1822,Other schools
"Coating, engraving, heat treating, and allied activities ",2890,School psychologists,1822,Other schools
Ordnance ,2970,School psychologists,1822,Other schools
Miscellaneous fabricated metal products manufacturing             ,2980,School psychologists,1822,Other schools
Not specified metal industries,2990,School psychologists,1822,Other schools
"Construction, and mining and oil and gas field machinery manufacturing ",3080,School psychologists,1822,Other schools
Commercial and service industry machinery manufacturing,3095,School psychologists,1822,Other schools
Metalworking machinery manufacturing,3170,School psychologists,1822,Other schools
"Engine, turbine, and power transmission equipment manufacturing",3180,School psychologists,1822,Other schools
"Machinery manufacturing, n.e.c. or not specified",3291,School psychologists,1822,Other schools
Computer and peripheral equipment manufacturing,3365,School psychologists,1822,Other schools
"Communications, audio, and video equipment manufacturing",3370,School psychologists,1822,Other schools
"Navigational, measuring, electromedical, and control instruments manufacturing",3380,School psychologists,1822,Other schools
Household appliance manufacturing ,3470,School psychologists,1822,Other schools
"Electric lighting and electrical equipment manufacturing, and other electrical component manufacturing, n.e.c.",3490,School psychologists,1822,Other schools
Motor vehicles and motor vehicle equipment manufacturing ,3570,School psychologists,1822,Other schools
Aircraft and parts manufacturing,3580,School psychologists,1822,Other schools
Aerospace products and parts manufacturing ,3590,School psychologists,1822,Other schools
Railroad rolling stock manufacturing,3670,School psychologists,1822,Other schools
Ship and boat building ,3680,School psychologists,1822,Other schools
Other transportation equipment manufacturing,3690,School psychologists,1822,Other schools
Sawmills and wood preservation ,3770,School psychologists,1822,Other schools
"Veneer, plywood, and engineered wood products ",3780,School psychologists,1822,Other schools
Prefabricated wood buildings and mobile homes manufacturing,3790,School psychologists,1822,Other schools
